title,production_date,runtime_minutes,director,average_rating,num_votes,approval_index,prod_budget,domestic_gross,worldwide_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,news,romance,sci-fi,sport,thriller,war,western
Warcraft,1464134400,123.0,441,6.7,267059.0,6.027731618710921,160000000,47365290,438899824,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deepwater Horizon,1475107200,107.0,1334,7.1,171800.0,6.165023185001641,156000000,61433527,122359309,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Godzilla vs. Kong,1616630400,113.0,11,6.3,213088.0,5.555349654572242,155000000,100916094,468043852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Pacific Rim: Uprising,1521158400,111.0,1642,5.6,119459.0,4.684991450671371,155000000,59874525,290930148,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,1101254400,175.0,1279,5.6,171605.0,4.834234401037886,155000000,34297191,167297191,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War for the Planet of the Apes,1499990400,140.0,1110,7.4,261392.0,6.65959007961617,152000000,146880162,489592267,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearl Harbor,990748800,183.0,1142,6.2,336658.0,5.673709952969494,151500000,198539855,449239853,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transformers,1183334400,144.0,1142,7.0,644018.0,6.756887831393048,151000000,319246193,708272592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wonder Woman,1496016000,141.0,1306,7.4,664284.0,7.167397708319825,150000000,412563408,817691766,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Order of the Phoenix,1184112000,138.0,378,7.5,589237.0,7.199883823970788,150000000,292137260,939619849,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Goblet of Fire,1132272000,157.0,1215,7.7,634392.0,7.437227804307983,150000000,290201752,886742787,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hancock,1214870400,92.0,1334,6.4,488291.0,6.036079515305479,150000000,227946274,624234272,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shang-Chi and the Legend of the Ten Rings,1630454400,132.0,404,7.4,387558.0,6.874020871896155,150000000,224543292,432224634,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie and the Chocolate Factory,1121385600,115.0,1693,6.7,488960.0,6.325875146508909,150000000,206459076,475825484,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor: The Dark World,1383091200,112.0,25,6.8,689064.0,6.593892096533326,150000000,206362140,644602516,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Begins,1118793600,140.0,267,8.2,1480348.0,8.439953932830003,150000000,205343774,358858124,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,1500336000,106.0,267,7.8,667722.0,7.564912981322426,150000000,190068280,518058826,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thor,1304035200,115.0,946,7.0,855896.0,6.9033725674368975,150000000,181030624,449326618,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men Origins: Wolverine,1241136000,107.0,543,6.5,509926.0,6.153186657035437,150000000,179883157,374825760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Night at the Museum: Battle of the Smithsonian,1242950400,105.0,1568,6.0,200676.0,5.258038608680305,150000000,177243721,402231063,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 2,1306368000,90.0,727,7.2,291106.0,6.533073418987595,150000000,165249063,664837547,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road,1431561600,120.0,561,8.1,1011350.0,8.108365178352786,150000000,153636354,365769378,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ready Player One,1521504000,140.0,1646,7.4,442590.0,6.946312786995548,150000000,137690172,579055653,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chicken Little,1131062400,81.0,1071,5.7,94797.0,4.674031024850497,150000000,135386665,310043823,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible III,1146787200,126.0,647,6.9,361377.0,6.365144414538387,150000000,133501348,399387745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Angels & Demons,1242345600,138.0,1497,6.7,296959.0,6.080046012879996,150000000,133375846,490875846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Troy,1084406400,163.0,1815,7.3,540892.0,6.958391124564524,150000000,133298577,483152040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Airbender,1277942400,103.0,1044,4.0,165582.0,3.4048441836571275,150000000,131772187,319713881,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Force,1248393600,88.0,625,5.1,47550.0,3.9092567874940576,150000000,119436770,292817841,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrath of the Titans,1332892800,99.0,870,5.7,190991.0,4.967800547634576,150000000,83670083,305270083,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beowulf,1195171200,115.0,1479,6.3,169778.0,5.450030934244248,150000000,82280579,195080579,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Shadows,1336521600,113.0,1693,6.2,270654.0,5.574162609301309,150000000,79727149,238202668,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
White House Down,1372377600,131.0,1493,6.3,225122.0,5.580814340447332,150000000,73103784,205440387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Space Jam: A New Legacy,1626220800,115.0,1047,4.5,73317.0,3.57719956989904,150000000,70592228,143987946,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolfman,1265932800,103.0,769,5.8,108118.0,4.814453878518412,150000000,62189884,142634358,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Great Wall,1481760000,103.0,1824,5.9,138544.0,5.00737439263477,150000000,45157105,334486852,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Wall,1481760000,72.0,1664,6.4,46.0,1.6710041688413024,150000000,45157105,334486852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan,1443139200,111.0,775,5.7,65124.0,4.516577791094131,150000000,35088320,151525973,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars Needs Moms,1299801600,88.0,1582,5.4,22949.0,3.857527682927493,150000000,21392758,39549758,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonfall,1643846400,130.0,1493,5.1,83169.0,4.11904688914727,150000000,19060660,59053195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
How to Train Your Dragon 2,1401926400,102.0,382,7.8,340661.0,7.178697006512547,145000000,177002924,614586270,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Peabody & Sherman,1392854400,92.0,1447,6.8,72239.0,5.465514399399599,145000000,111506430,269806430,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Guardians,1353369600,97.0,1356,7.2,179749.0,6.277671638600805,145000000,103412758,306941670,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahara,1112918400,124.0,177,6.0,99492.0,4.948310509501986,145000000,68671925,121645390,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters,1468368000,117.0,1309,6.8,234533.0,6.0546883583390185,144000000,128350574,229008658,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Another Day,1037923200,133.0,1005,6.1,221769.0,5.392725693408548,142000000,160942139,431942139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek,1241740800,127.0,647,7.9,606661.0,7.607846901535335,140000000,257730019,386839614,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Armageddon,899251200,151.0,1142,6.7,430804.0,6.263453742789169,140000000,201578182,554600000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain America: The First Avenger,1311292800,124.0,769,6.9,851608.0,6.800319902717403,140000000,176654505,370569776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lethal Weapon 4,900028800,127.0,1414,6.6,165625.0,5.703807761322743,140000000,130444603,285400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
G.I. Joe: Retaliation,1364342400,110.0,854,5.7,183030.0,4.949945009985636,140000000,122523060,375740705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last Samurai,1070582400,154.0,455,7.8,445976.0,7.333288797712047,140000000,111110575,456810575,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exodus: Gods and Kings,1417737600,150.0,1434,6.0,170757.0,5.186766335076952,140000000,65014513,268314513,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BFG,1467244800,117.0,1646,6.3,87924.0,5.1450239667989175,140000000,55483770,199646680,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemini Man,1570060800,117.0,83,5.7,115244.0,4.755941370124737,140000000,48546770,166598362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gods of Egypt,1456272000,127.0,40,5.4,119251.0,4.512269768587969,140000000,31153464,138836756,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man,1020384000,121.0,1534,7.4,824625.0,7.285119362669507,139000000,403706375,821706375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Watchmen,1236297600,162.0,1829,7.6,556628.0,7.26580566142966,138000000,107509799,186976250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stealth,1122595200,121.0,1439,5.1,54780.0,3.9623685321705313,138000000,32116746,76416746,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Incredible Hulk,1213315200,112.0,1027,6.6,497617.0,6.238013716769339,137500000,134806913,265573859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hulk,1056067200,138.0,83,5.6,270638.0,5.021945527029674,137000000,132177234,245031679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Revenant,1451001600,156.0,31,8.0,812869.0,7.878041959566026,135000000,183637894,532938302,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango,1299196800,107.0,578,7.2,270973.0,6.49510781564567,135000000,123477607,245724600,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master and Commander: The Far Side of the World,1068768000,138.0,1362,7.4,224903.0,6.57773007415148,135000000,93926386,212912137,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbo,1374019200,96.0,375,6.4,100369.0,5.291118990299725,135000000,83028130,286896578,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows,1464825600,112.0,332,5.9,94805.0,4.8426943200272,135000000,82051601,245328374,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Vice,1154044800,132.0,1170,6.0,118857.0,5.026819781371193,135000000,63478838,164920076,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War of the Worlds,1119571200,116.0,1646,6.5,453649.0,6.097260607016752,132000000,234280354,606836535,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hunger Games: Catching Fire,1384473600,146.0,500,7.5,671218.0,7.271766046330449,130000000,424668047,864868047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Prisoner of Azkaban,1085961600,142.0,45,7.9,642336.0,7.641059944376835,130000000,249757726,789592708,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Ultimatum,1186099200,115.0,1311,8.0,638658.0,7.736070942505505,130000000,227471070,444043396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ant-Man and the Wasp,1530576000,118.0,1363,7.0,408588.0,6.522541174066589,130000000,216648740,623144660,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,1436832000,117.0,1363,7.3,673564.0,7.076210808130034,130000000,180202163,518858449,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Home,1426723200,94.0,1696,6.6,104437.0,5.479879129127653,130000000,177397510,385997896,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Poppins Returns,1545177600,130.0,1445,6.7,89953.0,5.491308725632827,130000000,171958438,348901032,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots,1319760000,90.0,240,6.6,170864.0,5.718930045675416,130000000,149260504,554987477,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamind,1288915200,95.0,1730,7.3,268372.0,6.581968233245078,130000000,148415853,321887208,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Boys II,1058486400,147.0,1142,6.6,254705.0,5.912798324597289,130000000,138540870,273271982,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio 2,1395273600,101.0,210,6.3,92872.0,5.170401577317447,130000000,131538435,492846291,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt,1279843200,100.0,1372,6.4,318288.0,5.834563842383711,130000000,118311368,290650494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Noah,1395878400,138.0,327,5.8,257429.0,5.184655827352661,130000000,101200044,352831065,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Tintin,1319760000,107.0,1646,7.3,233813.0,6.507927941272383,130000000,77591831,373993951,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After Earth,1369958400,100.0,1044,4.8,203150.0,4.184392370868944,130000000,60522097,251499665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Australia,1227657600,165.0,126,6.6,126046.0,5.571201654324542,130000000,49554002,215080810,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R.I.P.D.,1374192000,96.0,1473,5.6,136274.0,4.739252227958463,130000000,33618855,79076678,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon: The Hidden World,1546473600,104.0,382,7.4,132711.0,6.290532204379425,129000000,160799505,521533238,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,1487808000,137.0,678,8.1,770942.0,7.946605288499807,127000000,226277068,614202315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Night at the Museum: Secret of the Tomb,1418860800,98.0,1568,6.2,125758.0,5.224519963997791,127000000,113746621,353756621,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 1,1416355200,123.0,500,6.6,461551.0,6.20147840005485,125000000,337135885,766575131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jumanji: The Next Level,1575417600,123.0,656,6.7,255946.0,6.006779570226193,125000000,316831246,798210215,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Da Vinci Code,1147996800,149.0,1497,6.6,437963.0,6.176004963079792,125000000,217536138,767820459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fast Five,1303344000,130.0,917,7.3,385234.0,6.776116810160211,125000000,210031325,630163454,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teenage Mutant Ninja Turtles,1407456000,101.0,870,5.8,212916.0,5.103641688260301,125000000,191204754,485004754,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes: A Game of Shadows,1323993600,129.0,598,7.4,460009.0,6.967329986991127,125000000,186848418,535663443,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Day After Tomorrow,1085616000,124.0,1493,6.4,454270.0,6.00207260868114,125000000,186740799,555840117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Boss Baby,1489708800,97.0,1730,6.3,130090.0,5.326610867802234,125000000,175003033,527909949,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clash of the Titans,1270080000,106.0,1027,5.8,285147.0,5.228294182932139,125000000,163214888,493214888,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla,895536000,139.0,1493,5.4,195799.0,4.709276934602672,125000000,136314294,376000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Prometheus,1338336000,124.0,1434,7.0,614964.0,6.733112728405056,125000000,126477084,402448265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Bourne Legacy,1344556800,135.0,1742,6.6,305224.0,6.000661961573161,125000000,113203870,280355920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman & Robin,866764800,125.0,779,3.7,256648.0,3.258894557293216,125000000,107325195,238317814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Skyscraper,1530748800,102.0,1397,5.8,124778.0,4.8756106047869405,125000000,68420120,304858121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Call of the Wild,1578009600,100.0,248,6.7,51055.0,5.212108031890001,125000000,62342368,107351191,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Recall,1343952000,118.0,1009,6.2,257198.0,5.550900427885716,125000000,58877969,211856088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Monster Trucks,1482969600,104.0,250,5.6,17687.0,3.897973162808445,125000000,33370166,61642798,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How the Grinch Stole Christmas,974419200,104.0,1497,6.3,265976.0,5.658113124281275,123000000,260348825,345445403,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perfect Storm,962323200,130.0,1815,6.5,170355.0,5.628855396360404,120000000,182618434,328711434,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Bourne,1468972800,123.0,1311,6.6,230479.0,5.8642648558977495,120000000,162192920,416168316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Uncharted,1644451200,116.0,1509,6.3,216434.0,5.562571541746251,120000000,148648820,400689914,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,1181865600,92.0,1702,5.6,268596.0,5.0188249894709225,120000000,131921738,289480691,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life of Pi,1353456000,127.0,83,7.9,636744.0,7.635977646054371,120000000,124987022,619310368,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Rider,1171584000,110.0,1087,5.2,242264.0,4.611445318999324,120000000,115802596,229545589,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Rampage,1523232000,107.0,173,6.1,171590.0,5.277593675991121,120000000,101028233,427947217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Charlie's Angels: Full Throttle,1056672000,106.0,1128,4.9,129275.0,4.111358546364033,120000000,100814328,227163273,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elysium,1376006400,109.0,1237,6.6,452667.0,6.192040459673964,120000000,93050117,286192091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oblivion,1366329600,124.0,885,7.0,531378.0,6.657872576583729,120000000,89107235,287916633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Power Rangers,1490313600,124.0,384,5.9,109695.0,4.90602052828622,120000000,85364450,142531552,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Little 2,1027036800,77.0,1447,5.5,55528.0,4.2889701893477925,120000000,64956806,166000000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop,1392163200,117.0,901,6.2,231191.0,5.50227225875564,120000000,58607007,242981799,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Chronicles of Riddick,1086912000,119.0,376,6.6,231868.0,5.8671825535433335,120000000,57712751,107212751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Island,1121990400,136.0,1142,6.8,318851.0,6.208347574260673,120000000,35818913,163018913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Knight and Day,1277251200,109.0,678,6.3,198975.0,5.52358625244922,117000000,76423035,258751370,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venom,1538438400,112.0,1509,6.6,492242.0,6.232740031866229,116000000,213511408,856081053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Wolverine,1374796800,126.0,678,6.7,471722.0,6.3081826351561965,115000000,132556852,416456852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Windtalkers,1024012800,134.0,846,6.1,70501.0,4.878387396605689,115000000,40914068,77628265,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gulliver's Travels,1293148800,85.0,1444,4.9,70674.0,3.893654659533455,112000000,42779261,232017848,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferdinand,1512691200,108.0,210,6.7,58841.0,5.282075538593115,111000000,84410380,288510892,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadpool 2,1525996800,119.0,356,7.7,590051.0,7.396178251643114,110000000,324591735,786362370,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity,1380758400,91.0,45,7.7,832161.0,7.590960270973488,110000000,274092705,685710761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Night at the Museum,1166745600,108.0,1568,6.4,354754.0,5.88563930213533,110000000,250863268,579446407,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,1432684800,114.0,173,6.1,241643.0,5.431244706750364,110000000,155190832,456258539,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Smurfs,1311897600,103.0,1388,5.4,91967.0,4.409049515522073,110000000,142614158,563749323,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Free or Die Hard,1182902400,128.0,1009,7.1,409645.0,6.618953241777278,110000000,134529403,382288147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Divergent Series: Insurgent,1426636800,119.0,1473,6.2,241598.0,5.522357676947657,110000000,130179072,295075882,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ocean's Twelve,1102636800,125.0,1645,6.5,395405.0,6.031544367563196,110000000,125531634,362989076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tomorrow Never Dies,882489600,119.0,1490,6.5,197086.0,5.698561323806199,110000000,125304276,339504276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Patriot,962150400,165.0,1493,7.2,279014.0,6.510598903694068,110000000,113330342,215300000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300: Rise of an Empire,1394150400,102.0,1270,6.2,304662.0,5.6281551515588815,110000000,106580051,330780051,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Aviator,1103241600,170.0,1100,7.5,366098.0,6.937260775645692,110000000,102608827,208370892,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passengers,1482278400,116.0,1223,7.0,412361.0,6.527275221072909,110000000,100014699,302239672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Green Hornet,1294963200,119.0,1196,5.8,161728.0,4.986297170319505,110000000,98780042,229155503,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Steel,1317945600,127.0,1568,7.0,334515.0,6.419522857358079,110000000,85463309,263880341,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Men in Black: International,1560297600,114.0,483,5.6,137048.0,4.741585774137847,110000000,80001807,253015298,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The A-Team,1276214400,117.0,764,6.7,261283.0,6.016952953196553,110000000,77222099,177241171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
